,review,rating
84,pleasant staff nice avoid big bank their web site average though,3
85,i really love credit union everything superbexcept one small thing their website encrypted messaging system antiquated i use online banking quite bit would nice didnt feel like i time traveling back 1997 use geocities website every time i logged check account not mention ordering check website almost impossible the check vendor work different cu i belong interface much modern working i even sent screen shot ceo sf fire half year ago hopefully make improvement,4
86,opened new account deposited 1500 i opened account called see i deposited money fund would available i told new additional deposit 6700 would available within 3 business day what bunch bullshitafter fund released i called told fund would released another 10 day since im new member wow would great know first phone conversation fuck bank i cant pay tuition school 18000 due 25th what total waste time if dont want let fuck money do not let them handle your money,1
87,i got home equity line credit sf fire credit union recently terrific i able choose borrow 80 ltv prime rate or 90 prime rate 1 up 250000 i dont think anywhere elserujni helped application process patient explained everything thoroughly i would recommend anybody looking home loan,5
88,called bank directly asked i could get cashier check explained im actually member credit union coop credit union representative said yes small fee drove thirty minute branch twenty minute waiting i denied cashier check manager hid back office didnt want help instead made employee speak u i wasted money toll parking very disappointing unprofessional teller nice courteous offered option assistance,1
89,i member 20 year customer service credit union gone substantially year point i intend take family account elsewhere the loan department joke completely untimely unprofessional 4 month sitting loan application who email phone call unreturned how people maintain job zero quality control in another instance i requested check mailed college tuition due date mailed wrong address day day promised check went call back never i call probably 5 time fix they blew deadline i scramble make arrangement theyve also withdrawn mortgage payment twice one month took week refund do even check work ridiculous,1
90,1 i talk real people smart people people i relate2 my valuable time wasted inefficient ivr impersonal call center process when i call i immediately routed someone help and cant transfer quickly someone 3 decision made quickly logically contextually4 creative financial service option far superior ive seen big bank5 they play fair rate reasonable i feel like proper business relationship theyre course profiting theyre bleeding dry,5
91,they seem efficient warmfeeling shared coop credit union sf i drive way great service their hour fantastic opening early closing later saturday key schedule,5
92,friendly helpful staff ability easily get human phone ability web chat someone irregular hour who could want bankahh they reimburse atm fee anywhere world plus sort small thing big bank gouge sffire doesnt example foreign transaction feedown big bank up sf fire cu,5
93,san francisco fire credit union simply best credit union you would lucky member credit union if live sf joined yet would disservice join right away never look back a perk would receive include ability use atm anywhere fee refunded 12 time month best service ever bank general feeless yet great feature in case try see i meanhuge update sffcu became even awesome mobile deposit i think push absolutely best credit union,5
94,i joined sf fire sole purpose getting free atm transaction while done well including overseas transaction caused massive headache elsewhere first foremost online banking website must designed 1997 it embarrassingly dated archaic i fear online security every time i log and cant i freaking user name logging instead member number i need lookup every single time i log seriously get timesabout six week ago i mysterious check charged account belong after first three call customer service wait four week transaction corrected then brilliantly charged second time check after another call customer service put hold fifteen minute i told person could authorize correction unavailable heshe would call back closing time day of course i received callsf fire may great thing clearly deficient backend it system ticking time bomb security breach im currently searching another bank credit union give similar atm reimbursement,2
95,if way give 20 star wouldsf fire credit union amazing first day i joined 2011 my regret i didnt join soonertheir customer service impeccable every person i ever encountered either via person phone via internet incredibly knowledgeable patient sinceretheir program aplenty reimburse atm fee bank charge website many thing used think could done person several sistercredit union use state easy joinin nutshell i love love love never ever leave themthe end,5
96,they private parking lot the first time i came i getting slightly frustrated find parkingthen i saw lot credit union member super also i noticed last visit coin star machineno charge credit union member excellent the teller friendly efficientand freshly baked cooky coffee tea enter building i heart credit union,5
97,fantastic bankthey given u superior customer service 5 year nowwe greatly appreciate friendly excellent attitudessafe location rarely line helpful staff plus great help fireman woman keep city safe,5
98,loved iti email bank 911 pst sunday within 9 minute president bank email back personally answer question acknowledges followup within 2 minute reply most impressive like 5th 6th time something like happened even happened person predecessor this isnt even new thing appears policy,5
99,i joined sffcu getting fed bofas constant fee general trickery i never regretted there several reason fewi recently took month long trip costa rica i even got back i refunded fee bcr costa rica charged also no fee using sfcu card country wow my bf us chase racked 100 atm fee alonei also recently noticed fraudulent charge debit card i able chat online customer service representative 8pm sunday fix issue when calling customer service center i never get put hold work way countless phone tree feel though i got jipped money in person teller friendly efficient i tell everyone i know join cu live sf make sffcu these people know business know great business practice make happy customer also member support firefighter it nobrainer,5
100,out bank right sf fire credit union the best bank aroundmy husband i ended opening joint checking account needed local bank make deposit weve using usaa main bank due air force previously local branch need deposit something rush the best thing bank monthly reoccurring fee dont need deposit fortune order open account simple one time 5 membership fee all pay now i two best bank aroundps feel free bring dog dog treat candy,5
101,i still havent received debit card account negative 50 due overdraft fee i opened account online submitted initial money transfer another bank cover cost check etc due glitch sf fire credit union system money added account apparently known least week didnt bother notify glitch what joke three strike 1 sf fire credit union knew going didnt notify 2 the first 2 rep i spoke didnt know glitch 3 in meantime i received two separate 25 charge single box check bouncing totalling 50 after horribly botched experience trying join i imagine much worse would line no thanks im going use another credit union,1
102,a patelco cu member i able use credit union general transaction i say problem ive ever experienced due patelcos limitation ex unavailability fund due patelco placing ridiculous hold deposit even standard 100 wouldnt made availablei definitely close patelco account end month likely open account institutionnote patelco good customer service sell learn and teach snotty phone rep,4
103,best bank ever dont know people dont use best customer service ever question account branch dont send phone call bank to get someone answer question account like b a you use atm worldwide extra charge checking account interest bearing perk go if sf resident eligible open account you sorry,5
104,the best decision i ever made leaving big bank go sffcu they care community show,5
105,not credit union way go sf fire credit union best kind i know i like i access atm anywhere get refunded surcharge i might get especially helpful traveling abroad not many bank credit union they also better interest rate saving account better commercial bank,5
106,great credit union im glad 7 year bank america i made switch,5
107,i sf fire credit union year never felt good bank i love placetheir app amazing allows deposit check phone i havent actually set foot building year half not i would mind i love office friendly competent staff lovely energetic field make best banking experience i ever hadthank sf fire credit union,5
108,i hate every bank i love bank they pay atm fee rarely wait credit account it relaxed noncorporatey environment website work fine much javascript slow downif would offer business account payroll service i would use one others,5
109,ive sf fire credit union since 2011 i love bank passing year i initially signed bank atm fee policy proven incredibly convenient travel past year shortly signing family also decided sign attracted numerous benefit get member inhouse coinstar machine made use jar coinsfurthermore service ive received i visit branch far always friendly helpful sffirecu make effort providing great customer service making customer feel appreciated last time i free cooky coffeetea while cooky may regular feature branch always look forward free candy dog treat a previous commenter mentioned completely different feel big bank actually feel valued member,5
110,i love credit union and i cite finding credit union yelp three year ago 1 reason i love yelp12 free atm withdrawal month anywhere world no charge and theyll refund atm fee they used unlimited apparently couple dick taking advantage scale back 12month thats never problem mei dont lot banking mostly checkingsavings stuff ive found staff incredibly friendly patient attentive time ive issue i cant even recall time i hold longer 2 minute thats saying something banking institution,5
111,this evening i went supermarket way home debit card driver license fell pocket i realized missing right i got home set bike retrace step soon id put grocery away i biked snail pace way panhandle back luckys inquired store returned home equally slowly found nothing i resigned ordering new driver license cancelling debit card this took 20 minuteswhen i got home phone i found message sf fire credit union saying someone found card this 930 sunday night way the credit union rep left name number girl found card i could get touch they also let know theyd cancelled debit card case automatically ordered new one arrive 3 day this action part anyway i called girl found card retrieved right away thanks kindness stranger awesome sunday night customer service sffcu i driver license cancelled debit card back within hourobviously success due large part fact someone actually found card nice enough contact credit unionheres another story worth consideringa month ago i found someone bank america debit card lying street near house i tried call bank america tell one customer lost card i never able get touch i spent almost hour trying navigate way quagmire phone system matter combination button i pressed i never able get touch real person even leave message i chopped card threw away big bank shitty impersonal system customer service wouldnt even let talk themcredit union guy get,5
112,if belong credit union may able banking free ask cu call sf fire credit union find outits awesome able come inside bank bank business i know one anymore nice able even though credit union main branch located 2214 mile away and feel like real bank but instead nervous security guard cavernous vaulted ceiling firefighter loan officer arent annoyingly sitting right next youre waiting line and kid play toy firetrucksthe teller nice theyre patient courteous robotic have noticed people work bank day either casual theyre almost unprofessional uptight feel like handed stickup note well sf fire credit union teller perfect combo familiar efficient and wouldnt theyre working soulless behemoth whose existence based taking people money providing poor service introducing ever fee satiate ceo greed theyre working and even though i dont belong particular credit unionthanks guy,4
113,im sure sf fire credit union need yet another review praise i great experience customer service today i had write review last night i noticed online payment att rejected i clicked link inquire next rejected payment filled comment box after i submitted response i got autoresponse i would hear back within one business day to honest i didnt expect much i expected lot back forth communication delay shift reality by midmorning next day i received response bank tracked issue updated payment info wouldnt happen yes bank actually something make life easier record time amazing and course pretty much fee anything ever the downside youre kind person want go bank branch time people even exist number branch limited isnt online banking atm anywaykey note dont need affiliation fire department member,5
114,sffcu bunch crook they actually charge inactivity fee how better bankeven though office northeast community federal credit union shabby best part san francisco credit union actually help people shady business practice doesnt gratuitous charge,1
115,atm fee reimbursement atm awesome credit card great benefit rate amazing customer service deposit check iphone very broad joining criterion live work sf youre havent seen single fee yet not causing financial crisis tied nationwide network credit union service center atm use save moneybest bank ever,5
116,pro sf fire credit union 1 reimbursement pretty much atm nationwide 2 chat button u dumdum hard time navigating siteour bank account 3 easyapproval sf fire cu credit card 4 courtesy letter letting know make credit card payment oops 5 extending overdraftprotection essentially lend money overdraw con there none ha i sound bad money pretty much best credit union ever super glad i switched well fargo,5
117,so far horrible customer servicewhen i first called inquire line credit i told one rep i become member order qualify credit he said normally cost 5 open account would waive i went he made sale pitch told apply online would take after i applied online gave account someone else told never waive fee she nit picky every small detail her underwriter called verify much i qualified document i needed send repi sent doc rep obviously didnt communicate underwriter said 2012 tax okay since 2013s werent even due yet hilda rep also asked several time paystubs i didnt i gave one paystub i since brand new job i also included job offer clearly stated start date i tell hilda least couple time i couldnt give i didnt would get next paystub soon i got itbecause credit limit considered large didnt send notary way would someone taking 100k line credit after i made trip signed escrow agent told okay incorrect employment information hilda contact two day supposed funded ask prove i paid 33 target bill i already approved paper signed holding account 33 wowi didnt need use fund first 45 day course i nothing trouble i needed transfer 20000 outside checking account asap cover check i wrote weekend i told telephone rep wasnt taking transfer online i limited 10k per day absolutely one told i signed onin desperate attempt get someone waive check wouldnt come back uncleared i tried call hilda she day voice mail said call bos jeanny i called left jeanny voicemail stating urgency i also emailed this done 10a morningi made clear email voicemail jeanny i needed help today check would clear i heard nothing almost 730 pm via email she basically said would get back tomorrow morning that unbelievabledo not use this credit union unless you have to once they reel you in there is no service,1
118,god i hate bank monthly fee everything i hit 0 twelve time i talk human i call customer support even availableand dont hate dial last 4 social finally talk someone ask arrrrghghhgkda1luckily place nothing like easy website i cash check amount right account online chat phone support easily available even sundaysand best i give last 4 social once per phone call i kid no really,5
119,ive member sf fire credit union since 2013 laving bank america i never looked back i dont see people dont join credit union like sf fire they refund atm usage give great rate loan actual people friendly actually try change paradigm understand issue best,5
120,have ever seen bank better review i joined sf fire credit union i first moved united state looking frill bank digitallyminded low maintenance customer like similar pc financial canada a quick search yelp trustworthy bank brought if live work sf qualify become member need hunky fireman although might rub elbow one come open accountive never problem mishap dealing sf fire extremely rare occasion ive speak someone branch quick pleasant i dont think many people make claim bank people work friendly knowledgeable call speak real person within moment they arent kidding atm fee claim unlike friend i dont walk extra block find bank avoid fee the next business day fee automatically reimbursed i tested kind gypsy atm around city well canada france uk netherlands fee upwards 10 per withdrawal always reimbursed deposit rare i need service easily done network credit union patelco credit union quick visit neighbourhood my favourite feature web help i need random question answered ability leave note add category transaction really really easy searching past transaction getting paid 12 day earlier coworkerstruly pleasure129 29 day challenge,5
121,friendly kind genuinely care interest need need i say after reading event leading following financial crisis 2009 i find hard trust support big bank following friend example i opened account sffc i honestly say one best choice i made life their roth ira 25 apy compared old bank 05 charge annual fee i supporting honest business more importantly i feel good proud part community value people on plus side member get use coinstar machine free free candy every time i need sugar fix i stop deposit money i would used buy sweet saving account awesome,5
122,i glad i switched bank america i originally wanted join sffcu reimburse atm fee anywhere in the world since i knew i going spain four month seemed like good idea they also dont charge conversion fee like b a 1 charge per dollar switched something all great there much i used keep track spending xcel spreadsheet track spending tool website help automatically unlike ive read review i found phone online costumer service really good le wait b a i wish i iphone i could deposit check phone,5
123,everything awesome covered review i add soon offering mobile phone banking well make even awesomeif rich i guess big 4 chase bofa city bank well fargo probably treating like youre royalty well for normal people live sf i see absolutely reason switch sf fire credit union,5
124,dear sf fire thanks reading last review i want clarify none issue disorganization experienced mortgage lender first loan it multiple request multiple people sf fire directly u plus lack responsiveness situation made u feel way we also dont issue length time took close except end staff said paperwork complete loan going fund midnight monday when didnt i called talked perla promised would call back didnt then tuesday i called simon signed loan doc confirmed paperwork needed loan funded also promised call back never this dropping ball also happened one occasion brenda jenny said would work loan brendas absence early process my take bit help face thing come followthrough there many people handling loan wonder every time call get different story and maybe people busy well customer frustrating experience oh little icing cake got another request happening guessed paperwork already submitted so instead playing blame game i think need evaluate internal process and please dont contact u review my husband said even though kept trying explain frustrated brought original review wasnt listened kept repeat and hope since loan great experience moving forward ill able update review 5 star thank niki hinton,1
125,i transferred credit debt bank account sf fire credit union little year ago been able pay i owe 70 plan pay rest end 2016 ive always good experience dealing staff it nice get person end line pressing two button instead going endless phone tree they offered apr 12 i currently paid well fargo i find system easy use truly enjoy member even occasional issue arisen theyve gone beyond put thing right it also nice get fee back atm usage free international transaction visa worry traveling bank this credit union truly changed life gave hope helped tackle mountain worry im glad i made switch oh guess place nonprofit so interest earn go back helping member keeping fee away,5
126,never imagined writing review bank sffcu amazing ive lived abroad past year switched awful b a leaving avoid latter terrible overseas atm credit card fee not i saved ton money online chat help godsend whenever i issue rare staff remarkably helpful internet banking easy efficient sffcu total gem,5
127,i unbelievably happy sf fire credit union many year ago local bank devoured well fargo i haplessly banked decade then started gouging fee fee surcharge fee threatened charge account well i packed saving lefti nothing wonderful experience sf fire their staff friendly warm policy fair atm fee remote deposit i even got call president week signing i guarantee president well fargo going call phone he dispatch goon eat saving one fee time all san franciscan switch sf fire credit union support community fireman saving,5
128,im really sure negative comment come bank bent backwards accommodate staff always courteous not mention banking policy customer friendly come across including three credit union feel like boa wf compared sffcu it truly one thing miss living sf thankful able use remotely if could banking would however geographically limited prop sffcu putting customer first,5
129,i love credit union the service simple product lack fee customer service bowl candy check desk parking garage a former long time big bank employee i highly recommend cu cu big big bank they refund atm fee great trying find closest atm i switched account checking saving business ira it nice call customer service number speak life person first ring no dealing circular automated system their online banking along mobile banking life saver numerous occasion thanks sf fire credit union you maintain way banking,5
130,san francisco fire credit union pay bank atm surcharge incur whether 3 10 plan advance use innetwork credit union atm whenever possibleevery time credit union pay back bank chose use i called confirmed credit unionthey list shared branch website see link home page it emergency i even consider using atm networki love credit union i dont want forking money big bank also may affect saving rate money market rate loan rate fee thing credit union offer if need quick small cash buy something small walgreens safeway assuming there something want pay item atm card press debit button select cash back usually select amount 5 40 cash back depends store long fund account there fee thison side note i love mobile deposit credit union offer i literally deposit check within second receiving even step foot credit union it huge time saver thank sf fire credit union,5
131,nice folk business withthe membership criterion living working going school san franciscoive sffcu eight ten year i bad experience not onenow talking bank saying something many year ago i got sick tired commercial bank b ap gianinni rolling grave seeing become well fargo wamu i business b a still prince darkness suck varying degreesthe predatory business practice never ending gotcha fee total lack transparency customer service press four youre willing buy something talk human dilbertesque phone system trying communicate complicated financial issue people dont speak enough english find restroom weve therecredit union experience totally oppositesffcuno nickel dime gotcha feesrefund atm feesfriendly english speaking staffphone number answered human being speak englishif tell theyll make something happen set watch itone day procrastinating literally year i transported enormous heavy jar change change counting machine i arrived one perhaps two minute theyd locked front door they let this one seemingly simple act kindness cemented loyalty wonderful folksnow theyd learn three staff member standing around chatting looking like nothing plain view ten customer waiting line twenty minute two open teller window id happily give fifth starbut long wait time recent development may function new member joining due occupy movement dump bank campaign im glad see personally if mean i wait little longer couple month sffcu staff im ok so long bring people equally pleasant interact,4
132,nothing goldno atm fee checki mean really zero atm fee anywhere worldwide checkfriendly customer service yupability open account online sure notdeposits precredited account arrive yep trusting peoplepostagepaid pdfs print envelope want make deposit yep tooim beginning wonder dont sffcu ill get bottom somedayin meantime ill sit back reminisce happy i longer funding evil monstrosity boa,5
133,dear sf fire credit unionmake happiest patron ever marry melong story short every review see true illest banking establishment ever1 star however pretty weak mobile check deposit system it definitely took several try get recognize check,4
134,hey why arent banking yetits really true use atm fire man cost nothing although i used one dusty box back bodega fraying rj25 cable rat gnawed missed when i called attention promptly issued credit thoughif bank trained shy away foreign atm feel weird first youre used amazing any atm imagine so convenientyes internet site normal thing current bank siteif qualify i think live work sf absolutely reason earth shouldnt member,5
135,after certain large bank shall remain nameless whose name rhyme hell cargo slashed credit limit even though i scrupulously pay bill time every month trashed credit score i signed sf fire fit pique they promptly issued equivalent amount credit half interest rate im using pay hell cargo card get life foreverthank sf fire cu,5
136,sffcu i love much1 friendly live human staff answer questions2 refund atm fee 3 easy peasy check deposit mail 4 allaround awesome community bank5 for real chocolate chip cooky branch worth eatingi actually found credit union yelp thanks yelp since recommended many happy friend to qualify live work worship go school sf qualify keep account life,5
137,yesterday i applied membership opened account got approved membership online within half hour they mailed debit card box check spottheres excuse pay fee 30 interest rate big bank anymoreive never felt rainbow unicorn bank right,5
138,do believe review guy simply best ive set two account process easy customer service really excellentsuch refreshing change corporate banking world i didnt realize organization like existed modern age i happy dospecial thanks max california street branch agent ive dealt polite helpful informative brilliant,5
139,byebye day banking impersonal corporate behemoth poor customer service immoral mortgage loan scandal security hack etc ahem bofasf fire win local nonprofit designed serve san francisco community the customer service unlike bank ive dealt either coast within second viki set account i received welcome letter atm card free box check within day i get free atm withdrawal worldwide thanks viki whole sf fire gang,5
140,the last year shown u clearly bank dont give damn u so put money bank theyre obviously make huge profit everyone el expense the argument cant get service credit union bank flawed sffcu prof without doubt not get service service much betterfirst everyones favorite feature sffcu refund atm fee bank charge use machine this amazing ive spending lot time thailand cost 5 pop withdraw money matter much withdraw having fee refunded sffcu made huge difference 5 go long way thailand when im sf i still try use atm dont charge i dont want sffcu pay bank fee needlessly behalf especially greedy bank but im near one i really appreciate i get money wherever without pay feesother great feature banking sffcu include online deposit check stick mail youve deposited online live chat agent i used service today i wait 30 second agent free my question got cleared right away super easy super fasti going give sffcu four star instead five im still waiting hot fire fighter come knock door jeez guy manage everything else timely fashion whats delay,5
141,with solid 5 star rating pretty much everyone ill add fuel fire credit union hai pretty decent credit score i check regularly ive never late pay anything ever let say somewhere 700sthat said comparison rate offered sffcu well fargocredit card aprwf 125 255 cash withdrawalssffcu 725 cash withdrawalssavings accountwf 005sffcu 25withdrawing cash different bank atmwf whatever atm fee usually 2 plus 4 bank fee wf top one time i withdraw 4 time different atm limit well fargo ended charging 24 total fsffcu reimburses whatever atm charged never ever charge fee reasonsome awesome thing sffcuone time i deposited rather large check my boyfriend they took made available right away showed rest would available said nice day my boyfriend shocked impressed he said whenever deposit large check well fargo supervisorsales person rushed try sell kind cd investment kind piss end i wouldnt know honestly i dont trust well fargo large checksdont want go branch deposit no problem type amount check online hit enter mail check the entire amount check made available immediately press enterthe guy whining fdic idiot put simply how naive think government insurance endall beall stability what i wouldnt give sample childlike innocence trust thing government sffcu actually went insurance cover larger amount money fdic i really dont doubt made smart choiceanyways i could go several situation member credit union benefited i digress just become member if credit isnt good enough well fix the ability join credit union reason enough alone work credit,5
142,so far lived review a nice alternative nickle dimed elsewhere i tried first atm withdrawal 3 citibank fee refunded even fee international transaction using visadebit cardan actual reply bank a member owned financial cooperative stockholder looking profit share instead member return profit form great service lower fee better rate,5
143,best bank san francisco easy free phone app depositing doesnt matter close live branch they reimburse 13 i believe atm fee per month plenty never i search bank atm avoid fee the debit card visa stamp dont worry leaving country getting financially stranded not mention helping local economyafter bad breakup well fargo i cannot express satisfaction sffcu my faith restored banking,5
144,update im updating le 24hrs later within minute initial call customer care supervisor returned call providing apparently better information initial woman they updating account logins midst substantial upgrade then today i received call one lead it developer he called figure exactly functionality looking confirm planned upgrade actually include im back 45 star reviewer original post my husband i switched joint banking account sf fcu friendly good facility relatively quick response chat call center now find computer system unable provide distinct logins joint account thus rather joint account set information login single password after multiple conversation via call center inbranch credit union apparently plan allow separate logins joint account what thought error actually norm i never heard bank accommodate joint account multiple person access thus regretfully closing account moving another credit union,4
145,why havent moved money yet this bank amazing really truly care member customer service i boa 10 year provided jack sht what attracted back free everywhere atm usage after i joined found great perk like free reward credit card customizable card coinstar machine smartphone ap let deposit check via photo i deducting 1 star business credit card i hope future really quite amazing bank,4
146,recently merged finance new husband much research decided move shortterm banking sffcu we travel internationally work biggest selling point u able use atm anywhere world fee the service exceptional everyone ive dealt smart responsive kind what breath fresh air we wish would switched sffcu year ago,5
147,phenomenal after surviving horrendous fee indifferent service numerous security breach foisted upon bank america i finally sense move banking sf fire credit union talk genuine exceptional customer service every experience sffcu excellent from opening account needing special service asking lot question due ordinary event affecting financial life cybercrime cashier check trust account i cant believe everyone isnt running bank sffcuconsistently every employee i encountered incredibly nice positive thorough i yet encounter ridiculous fee word i needed unique assistance how love bank people genuinely nice use atm world free charge depositing loose change piled fee service always fresh candy people dog biscuit canine companion,5
148,i frustrated bank america user whole adult life one day i finally called quits research based great review joined sffcu im happy before i used think money bank i sinking horrible feeling now i call sffcu something i dont feel dread anymore im know im going talk kind human going help resolve whatever issue question i plus already mentioned i mail check anywhere i happen i take money charge anywhere i happen thank thank thank sffcu existing,5
149,this place awesome we recently opened account still process transferring money getting direct deposit set in process student loan billed sffcu account sufficient fund accordingly got charged two 25 fee i called inquire whether loan paid late transfer went nice man phone answer question said would see fee could refunded even though totally fault transferring money soon enough today i saw 50 refunded i happy decided kick bofa chase curbwe chose switch ethical reason rather sort fee incurring previous bank able use atm world free charge amazing customer service hopefully upcoming app allow deposit check phone credit union really turned even convenient easy work big bank,5
150,im trouble figuring bank left san francisco these guy amazing theyre friendly theyre uncomplicated dont charge ton fee actually im even sure charge feesyou know whenever buy something debit card take three day bank post transaction you know run money bank post bunch transaction forgot looked balance plenty money youre like hundred buck red charged 40 overdraft fee three dollar hot chocolate automatic transfer dont remember signing nobody bank told one form signing authorization well guess sf fire doesnt pull bullcrappyi able get much better interest rate existing credit card balance i sleep better night knowing interest go sf fire small community credit union rather huge bloated faceless veinlined heaving pulsating behemothblob bank despite swallowing many community bank possible charging customer obscene amount interest extraneous fee still need billion dollar taxpayer stay afloatany negative review see yelp seem distrustful sf fire lack governmentbacked insurance since anyone trust government anything theyre still insured and evenbig bank suck theyre forprofit institution they charge much give little return sure atm everywhere credit union including sf fire connected deposit withdraw anywhere damn well please wherever live find good credit union local bank ditch big bank you miss,5
151,update web site working firefox even though slow have line customer service much better my complaint dont allow downloads quickbooks expect download info excel their tech definitely behind time but basic banking good,4
152,my partner i want join credit union really nervous arent federally insured were looking provident cu redwood cu instead sf fire credit union look amazing every way dont feel assured theyre safe federally insured credit union i really hope reconsider decision go asi rather ncua,1
153,im recent member sf fire cu i love credit union part i love one deposit check online mail check customer service great everyone said would bebut sometimes i get paid cash need deposit cash accountthere used one coop atm bernal height area i live would take atm deposit part coop network i could walk 8 10 minuteshaving atm nearby one big reason i opened account sf fire many great reason well buti say used feb 1st discontinued allowing deposit anyone member specific branch that leaf zero atm shared branchesservice center whole area south east part city the nearest atm many block away close enough walk reasonable amount time now i take 1 2 bus closest atm remaining district this errand take hour moreanyone else sf fire member cu member southeast chunk town complaint i doi realize problem cash deposit i cant one cash deposit ithey whomever charge thing need add atm andor service center bernal height bayview hunter point portola cayuga terrace exelcior bayshore area san francisco these area seriously servedplease post idea solution ability super power,5
154,everyone el review correct local rate great service awesome etc a others mentioned website a slick could hey usable i dont hold thembut i like though active member community contributing make wish foundation etc i moved recently my previous bank bofa contribution community consisted taking giant 2 everyone good know financial institution actually serve communityi actually generally happy bofa i rarely got charged fee i read fine print worked within limit but i got tired overwhelming greed goodbye bofa my advice prospective customer good sf firecu remember youre member customer it cu dont go around bouncing check etc blaming you screwing rest u irresponsible behaviorsf fire cu rarity today world i really hope stay way,5
155,finally fed well fargo random fee constantly order atm i made switch san francisco fire credit union and bestever get tired paying 495 use atm zeitgeist i dont because sffcu pay all atm fee not charge pay atm fee ive even heard theyll pay 20 atm fee strip club they amazingly reasonable loan rate theyre really nice people demonstrated fresh baked chocolate chip cooky holidayssure little bit bummer deposit check long direct deposit really doesnt become big issueso yes screw chase well fargo bank america credit union like bank profit and able join live work worship san francisco and check fire fighter,5
156,i really want complete strong rating sent bill wrong address 3x im worried impact credit score what i thought transition issue switching well fargo still going 4 month later i appreciate telling learn mistake alerting doesnt erase error,2
157,i made switch bank america happy i sf fire provides better version service importantly people super friendly helpful i trust actually trying work together rather prey rest customer like big bank,5
158,recently moved san francisco opened account mint plaza branch sf fire cu the service astonishingly amazing especially help lillian thanks guy,5
159,love themfriendly warm customer service i love branch good candy bowl though there really hardly reason ever visit since thing online i even wrote quick thanks president wrote back next day excited hear banking customertheyre honest dont charge fee whim like bank seem best allyou use debit card atm world charge fee theyll reimburse one atm charge,5
160,update i sad say sffcu sort suck they upgraded online banking look prettier overall awful around i think outsourced amazing customer service once upon time customer support person simple phone call even web chat away now menu menu option waitoh called great new online banking it suck while old one challenging least could basic thing like add bill payeetake advice look see anything better i it truly sad dayfirst thing first concerned financial institution you investigate new rating score health financial institution it called camel score sffcu score 3 4 while perfect score 3 present healthy bank institution rating 4second thing insured ncua fdic credit union rather part american share insurance asi while federally guaranteed interestingly enough research program actually considered much secure ncua exposure many credit union camel score 1 2 ncua in word le likely failure bank asi ncua thus depleting backing money poolso reviewshort answer sf fire credit union rockslong answer after lifetime horrible experience bank like bofa well fargo constantly raping fee giving worst customer service ever i finally came sens switched sffcu last year one best thing i could donewhen i first decided make switch i little apprehensive i bought big bank marketing campaign need branch every corner this total brain washing sffcu comprehensive pleasant use online banking including robust bill payment my biggest concern issue two branch would i make deposit well first like 99 money come paycheck direct deposited account so occasional check i might need deposit well sffcu part credit union cooperative cu share others atm include able deposit so reality many atm scattered around san francisco usable in reality i lazy even go one block away sffcu simply mail check deposited simply go online say depositing check print page write transaction number check mail three day later physically mail credit account moneyi go branch deposit high face value check for stuff around 100 mailing great the people branch amazingfor best part sffcu get talk really nice human phone rather chat really nice human secured web chat recently i sitting plane ready take france realized i forgotten let know i going another country even though phone suppose i quickly covertly texted agent set everything 10 minute still closing plane amazingwhat say a ton i could write several page no fee ever anything incredible 79 rate credit cardrun credit union walk setting account simple take 15 minute online if need help call chat minute two someone answering question walking throughthey really good,2
161,ive sffire cu couple year cu definitely 5 star service i also love sffire platinum visa annual fee cash advance transfer fee purchase cash advance interest rate foreign currency conversion charge they also helped rebuild credit letting sign secured visa card credit score good enough unsecured line credit gave credit increase released secured collateral done competent staff without stepping branch also monitor credit grade quarterly free monitoring service im glad dumped bofa sffirecu,5
162,i glad switch credit union citibank year ive satisfied sffcu but i problem account sorry report sffcu customer service among worst ive ever experienced routine banking good help nonexistentupdate people sffcu saw review got right they say problem resolved i hope but im sorry i go length posting negative review yelp get help anyway trusting word good im going upgrade rating one star three,3
163,due series circumstance ridiculous recount i needed open new bank account quickly after trying one private bank nearby i thought id try sffcu ive credit union past 20 year always felt good choice a great bank one appears even better i explained predicament didnt bat eye quick friendly professional staff they wear jean work everyone sffd gear great rate service flexibility promptness a lobby filled toy firetrucks entertain kid cool firetruck art wall they allow dog inside bank even bowl dog treat front welcome you live sf work sf qualify if want start putting money feel good i cant recommend bank strongly enough,5
