,review,rating
67,"Oh, my. Don't you want your money to serve the community rather than a big, greedy bank? You don't care? How about getting a credit union that cares about YOU? I couldn't get a HELOC loan and wrote the president of SFFCU. He put me in touch with Bob, the VP, who after what must have been 40 emails, made sure I got my loan. This changed my life. I was ready to lose my house. This is truly a personal business, that cares, that works for you--and that makes a difference in the greater world.",5
68,"Time to downgrade the review.  Over the past 6 years, SFFCU has slowly begun transforming itself into something much less desirable.  Highlights (or lowlights):1. Still no updated online banking. They've promised for nearly 5 years that it was just months away.2. Major changes to their fee structure that make them much more like a big bank than a community credit union. In particular, no more unlimited ATM refunds (now down to only 6 per month), limit of $4 per refund, and most egregious: they are going to CHARGE YOU for using another ATM after the first 6.  That's right out of BOA and Wells Fargo's playbook.  (Not to mention they cut back on their phone support hours).3. New management seems less committed to the institution's values. So, that's it. I'm off to First Republic.  Unlimited ATM refunds worldwide, amazing hands on customer service, and the impression that they actually care about my actually pretty significant account balances.",2
69,Let me start by saying I really do love this Bank I've had others but this one I've had the majority of my life I haven't had any complaints until they change the app the new app is not bad but it's a bit more confusing and I had a lot of trouble signing on I kept picking the option to remember my device and it kept forgetting it and kicking me out.... this wasn't my biggest problem though the biggest problem for me is that the bank would always answer whenever I would call before the online change... now there's 200 people in line in front of me or the machine tells me it's 0 people and they never answer either way every time I waited for more than 20 minutes the phone just hangs up on me automatically.. I know they've been warning us for so long to be ready for this online change but I did not think it would affect the phone lines so severely and it's really hard to trust them with my finances when I can't even make changes online or get ahold of anyone on the phone.... disappointed,2
70,Only 3 locations in SF and limited atm reimbursementsLines at the Mint  (market at 5th St) location every evening and an unarmed guard inside who never watches or does a walk/stand bye at the outside atm with all the cracks heads nearby.Cust Supp 800# is no longer open till 10 pm 7 days-now closed Sundaysno longer offfes unlimited atm reimbursement.7-11 is on their list as an affiliate atm-be aware the one on 18th at noe is deposit only.  Advised them many times and they still say can get cash at that atmSpoke to 3 reps and one supervisor---many excuses...would not credit my acct $27.I advised all the reps and the supervisor I was going to close all my sffcu accts over the lack of service  and the $27.  All were happy to help me close my accounts.$27.00 vs $50K.  Not a smart move.  Something is very wrong with SFFCU now.  Was better before.  Closed all my SFFCU accts and transferred all my funds elsewhere.  Do your research.  This CU has a new CEO and I suspect they are tightening their belts.  All CU offer atm reimbursements.  This one is not special.  You don't have to be a firefighter or have someone in the family who was.  No special perks here anymore.,1
71,"SFFD Fire Credit Union is AWESOME! First, the service - outstanding.Second, the response times at the branch, as well as via the online chat are superior to any bank. Even email correspondence with associates is on point. Third, the staff - Rujni, Adrian, Simon have all gone above and beyond for me with my home loan, cashiers checks, and everything I need. Literally every person that works here is responsive, helpful, and seems to be happy - so obviously management is doing something correctly. I also love the seasonal events and celebrations - pumpkin contest, ornaments and decorations.If you are eligible, do yourself a favor and open an account here or refinance your mortgage - you can thank me later ;)",5
72,"While I am generally happy with SF Fire Credit Union, this is just a shout out to anyone who may be reading who has a credit card with them that their Contesting Charges Dept. is pretty much useless. I contested a charge imposed by Hertz Rent-a-Car (AWFUL company, BTW! Save yourself the headache and never rent a car through them. Truly, the WORST. But I digress...), who charged my credit card without my permission, and sent SF Fire Credit Union all of the necessary paperwork to support it. I received a call today stating that they could not contest the charge because they called Hertz and Hertz said they ""cannot reverse the charge."" They said that I apparently signed my life away on page 5 of the rental agreement that basically gave them permission to do so. What?!?!  And that was the end of it. One lousy phone call.I tried to explain that I submitted all of the supporting documentation that was required to show that I fullfilled what I was supposed to with Hertz, but they basically just said that they couldn't do anything. At one point, I had to ask the woman I was talking to to stop talking over me so I could finish my sentence.I don't know if SF Fire Credit Union is just a small company or what, but had I used my Citibank Visa, this would not have been an issue. I would have already had my money back. I would strongly suggest that when using your credit card for a service like renting a car, hotel room, etc., do not use your SF Fire Credit Union credit card. You will have better protection with a card linked to a larger organization. That is what I will be doing from now on.",3
73,Eight years ago when I moved to SF this was the best bank out there.  But as the years have gone on they have paired down the services for members and the recent nail in the coffin was  they were no longer compatible with mint.com.  I'll keep the account open for cash deposits but will be using an online checking account that has the same services they have and an included interest rate.  Wish I could continue to support a local business but they aren't fitting with my needs anymore.,2
74,"I'm updating my review as in the end I had a really good experience with SF Fire. They offered me a great rate on my re-finance and completed the process smoothly. The rate I got for the ARM (for an investment property, as I no longer live there myself), was better than the rate I was offered for a primary residence by SOFI! I also felt good that SF Fire has my back as a credit union that exists to serve its members as well as possible, not just to turn a profit. When I initially contacted SF Fire, I made an appointment to go into their office. I then filled out the online application. I am knocking one star because following that, I did not hear back for a few weeks though I checked in via email and phone. Then once my loan person engaged on it properly, things were very smooth from there. Thank you SF Fire :)",4
75,"I forgot to top off my checking account for a while. Any normal bank would have fined me hundreds of dollars in overdraft fees and I would be having a total freakout. But SFFire just transferred the necessary funds from my savings to cover it. Any minor inconveniences (branch access and travel issues, basically) from using a small local network vs a giant national is more than made up for by the peace of mind and practical support of banking with someone who has your back. Big banks are designed as profit machines. Credit Unions are (mostly) designed to take care of their members. This makes a HUGE difference in your relationship, especially in the long run.",5
76,"S.F. has so many banks and this is the only bank offered FREE customer parking, FREE fresh coffee with Half and half milk on an iced bucket and FREE fresh bake cookies like they were still warm.                            OMG, I feel so spoiled!Also, if you have a dog, don't walk away without getting a doggie treat. Honestly, I kind of regret I only took 2 cookies that morning.They were additive",5
77,"SF Fire Credit union got me out of a terrible situation, took care of me, and gained a loyal customer.I had a small account here with some petty cash I had set up early this year. I hadn't touched it, and hadn't even finished setup yet. 10 months later, my wallet was stolen two days before my wedding, on the Friday night before a holiday weekend. My usual bank's response ended up leaving me stranded when it came to vendors who didn't accept checks, and I was in a panic. SFFCU transferred the cash I needed to cover my vendor bills, made sure money was available, and took me from a stammering mess to a happy customer in under 30 minutes. I can't thank them enough for their great service.",5
78,"Oleda (spelling? Her name sounds like Oleda) is a service rep at SF Fire Credit Union who was very helpful with me over the phone earlier. I deposited some checks over the weekend and the processing time took longer than normal on account of Monday being a holiday, President's day. Nevertheless, she worked with me to get things cleared up so that I could go on with meeting my financial obligations. Very helpful, professional and friendly. Service here has never failed me.",5
79,Just set up an account here and I'm already impressed with the amazing customer service. Can't wait to build a banking relationship here.,5
80,"The staff at SFFCU are AMAZING!  I am so absentminded I forget my head sometimes. I have been able to get a Home Equity Loan with no issues, I am in the fifth year of the loan, every time I want to change something and can't figure it out online there is someone here to help me. So friendly and helpful. I am now in southern CA now and I am comfortable having my banking done by these folks.  The website is easy to navigate and the APP for Android and Apple are idiot proof, I sometimes like to use the APP rather than on my iMac. I just got an iPhone again so I have been using the Android for the last 5 years, so I have used both apps they are different but are able to do the same things on both devices What other CU or Bank picks up the tab for ATM fees, this alone is worth having an account at San Francisco Fire Credit Union.  Love it here!Dan Berns",5
81,"Now that I've been with SFFCU for 5 years I thought I would write an update.  The customer service has improved immensely.  My main complaint was that the service over the phone was rude but I have no issues for years now.  Plus the online chat option is quick, easy and painless.  Thanks for fixing the issues SFFCU!",5
82,"The service is amazing!!!First off, I've had bank of america all my life, and did not know too much about credit unions. I did my research and out of all the credit unions in the bay area, I have to say SF Fire Credit Union was the best choice. I qualified for this credit union because I went to school at San Francisco State. And If you go to school there, I would recommend to open an account with this credit union.Their interest rates on their credit card is low and their rate of returns are higher than most banks. I like how the minimum amount to start an account is 0 dollars so it was very easy to open one.I also liked that when I call, I get to talk to a real live person right away and they are very nice and helpful.I have a lot of coins, and one of the perks I really like is that they have a coin star machine that does not take out any percentage if you are a member.I am a very satisfied",5
83,I have been banking with SFFCU for about 4 years now and I have gotten nothing but GREAT service! I got a loan from these guys 4 years ago and they gave me an AMAZING rate as promised and made the process very quick and easy. Payments were easy to manage as well. I called the call center yesterday because I lost my debit card and they were able to replace it right away at this branch. My card was ready within 10 mins. I did not have to wait 7-10 business days like in most banks. Super happy with these guys!,5
84,Pleasant staff and nice to avoid a big bank. Their web site is below average though.,3
85,"I really love this credit union!  Everything about them is superb...except for one small thing.  Their website and encrypted messaging system are very antiquated.  I use online banking quite a bit and it would be nice if it didn't feel like I was time traveling back to 1997 to use a geocities website every time I logged on to check on my accounts.  Not to mention ordering checks through their website is almost impossible.  The same check vendor works with a different CU I belong to and their interface is much more modern and ""working"".  I even sent screen shots to the CEO of SF FIre about a half a year ago.  Hopefully they will make improvements.",4
86,"Opened up a new account. Deposited 1500 when I opened the account, then called in to see if I had deposited more money, when the funds would be available. I was told that my new additional deposit of (6700) would be available within 3 business days. What a bunch of bullshitAfter not having my funds released, I called in and was told that my funds would not be released for another 10 days now since I'm a new member. Wow that would be have been great to know during my first phone conversation with them. Fuck this bank. I cant pay tuition now for school ($18,000) that is due on the 25th. What a total waste of my time. If you don't want to let them fuck with your money, DO NOT LET THEM HANDLE YOUR MONEY",1
87,"I got a Home Equity Line of Credit through SF Fire Credit Union recently and it's terrific. I was able to choose to borrow up to 80% LTV for Prime rate. Or 90% for Prime rate + 1%.  Up to $250,000. I don't think you can do that anywhere else.Rujni, who helped me with the application process was patient and explained everything thoroughly. I would recommend them to anybody who is looking for a home loan.",5
88,Called the bank directly and asked if I could get a cashier's check and explained that I'm not actually a member but my credit union is a co-op credit union.  Representative said yes we can do that for a small fee. Drove thirty minutes to the branch and after twenty minutes of waiting I was denied a cashier's check. Manager hid in back office and didn't want to help and instead made her employee speak with us.  I wasted money on the toll and parking.  Very disappointing and unprofessional. Teller was very nice and courteous but offered no other options or assistance.,1
89,"I have been a member for 20+ years and the customer service at this credit union has gone down substantially over the years, to the point now where I intend to take my and my family's accounts elsewhere. The loan department is a joke. Completely untimely and unprofessional. 4 months sitting on a loan application? Who does this. Emails and phone calls unreturned. How do these people maintain their jobs? Zero quality control. In another instance, I requested a check to be mailed to me for college tuition (which has a due date) and they mailed it to the wrong address. Day after day they promised to check on where it went and call me back but never did. I had to call them probably 5 times to fix this. They blew our deadline and I had to scramble to make other arrangements. They've also withdrawn my mortgage payment twice in one month and took weeks to refund it. Do they even check their work? Ridiculous!",1
90,"#1) I talk to real people. Smart people. People to whom I can relate.#2) My valuable time is not wasted by inefficient IVR and impersonal call center processes. When I call, I am immediately routed to someone who can help. And if they can't, they transfer me - quickly - to someone who can. #3) Decisions are made quickly, logically, and contextually.#4) Creative financial services options - far superior to any I've seen with a big bank.#5) They play fair. Rates are reasonable, and I feel like we're in a proper business relationship - they're of course profiting from me, but they're not bleeding me dry.",5
91,"They seem to be the most efficient and warm-feeling shared co-op credit union in SF. I drive out of my way because of the great service here. Their hours are fantastic, opening early and closing later on Saturdays, which is key with my schedule.",5
92,"Friendly and helpful staff, ability to easily get a human on the phone, ability to web chat with someone during irregular hours. Who could want more from their bank?Ahh but there is more! They reimburse all your ATM fees anywhere in the world. Plus there is all sorts of small things that the big banks gouge you on that sffire doesn't do - for example, no foreign transaction fee.Down with the big banks. Up with sf fire cu!",5
93,"San Francisco Fire Credit Union is simply the best credit union out there. You would be lucky to be a member of this credit union. If you live in SF and have not joined yet, you would be doing yourself a disservice. Join right away and never look back. A few of the perks you would receive include the ability to use any ATM anywhere with fees refunded up to 12 times a month, best services ever from a bank, and general fee-less yet great features. In any case, try it and you will see what I mean.HUGE UPDATE: SFFCU just became even more awesome with the mobile deposit. I think this pushes them to be the ABSOLUTELY BEST credit union out there.",5
94,"I joined SF Fire for the sole purpose of getting free ATM transactions. While they have done well with that, including my overseas transactions, they have caused massive headaches elsewhere. First and foremost, their online banking website must have been designed in 1997. It's embarrassingly dated and archaic, and I fear for my online security every time I log in. And why can't I have a freaking user name for logging in, instead of a member number? I need to do a lookup every single time I log in. Seriously, get with the times.About six weeks ago, I had a mysterious check charged to my account that did not belong to me. After the first three calls to customer service, and after a wait of over four weeks, the transaction had not been corrected. Then they brilliantly charged me a SECOND TIME for the same check. After another call to customer service and being put on hold for fifteen minutes. I was told that the person who could authorize the correction was unavailable, but he/she would call me back before closing time that day. Of course, I received no call.SF Fire may be great for some things, but they clearly have a deficient back-end IT system that is a ticking time bomb for a security breach. I'm currently searching for another bank or credit union that will give me similar ATM reimbursements.",2
95,"If there was a way to give 20 stars, i would.SF Fire Credit Union has been amazing from the first day I joined in 2011.  My only regret is that I didn't join sooner!Their customer service is impeccable.  Every person I have ever encountered either via in person, over the phone or via internet has been incredibly knowledgeable, patient and sincere.Their programs are aplenty, they reimburse any ATM fees that other banks charge, their website can do many of the things you used to think could only be done in person, they have several sister-credit unions that you can use all over the states and they are very easy to join.In a nutshell, I love, love, love them and will never ever leave them.The end.",5
96,"They have a private parking lot!  The first few times I came here, I was getting slightly frustrated because of having to find parking...then I saw the lot for credit union members.  Super! Also, I noticed on my last visit that they have a coin star machine...no charges for credit union members.  Excellent!  The tellers are friendly and efficient...and there are freshly baked cookies with coffee and tea as you enter the building.  I heart my credit union!!!",5
97,Fantastic BankThey have given us superior customer service for over 5 years now.We greatly appreciate their friendly and excellent attitudes.Safe location. Rarely any lines. Helpful Staff. Plus it is great to help the firemen and women who keep our city safe!,5
98,"Loved itI email my bank, at 9:11 PST on a Sunday. Within 9 minutes, the president of the bank emails me back and personally answers my question, and then acknowledges my followup within 2 minutes of my reply.  Most impressive is that this is like the 5th or 6th time something like this has happened, and it EVEN happened with this person's predecessor. This isn't even a new thing - it appears to be ""policy""",5
99,"I joined SFFCU after getting fed up over BofA's constant fees and general trickery. I have never regretted it. There are several reasons why but here are a few:I recently took a month long trip to Costa Rica and before I even got back I had been refunded the fees BCR (Costa Rica) had charged me. Also, there are NO fees for using an SFCU card out of the country. WOW!! ( My bf uses Chase and he racked up over $100 in ATM fees alone).I also recently noticed a fraudulent charge on my debit card and I was able to chat online to a customer service representative at 8pm on a Sunday to fix the issue. When calling the customer service center, I never get put on hold, have to work my way through countless phone trees or feel as though I just got jipped out of my money. In person, the tellers are friendly and efficient. I tell everyone I know to join a CU and if they live in SF, to make it the SFFCU. These people know their business and know that great business practices make happy customers. Also, as a member you support the firefighters. It's a no-brainer.",5
100,"Out of all the banks right now, SF Fire credit union is THE best bank around!My husband and I ended up opening a joint checking account here because we needed a local bank to make deposits. We've both been using USAA as our main bank (due to him being in the Air Force previously) but there are no local branches for when you need to deposit something in a rush. The best thing about this bank is that there are no monthly reoccurring fee's and you don't need to deposit a fortune in order to open up an account, a simple ONE time $5 membership fee is ALL you pay. Now, I have TWO of the best banks around!PS: Feel free to bring your dog with you, they have dog treats and candy for the both of you!",5
101,"I still haven't received my debit card, but my account has negative $50 due to overdraft fees?!? I opened the account online and submitted the initial money transfer from another bank to cover the cost of checks etc. Due to a ""glitch"" in the SF Fire Credit Union system, the money was not added to my account. Apparently they had known for at least a week, but didn't bother to notify me of the ""glitch."" What a joke! Three strikes: 1. SF Fire Credit Union knew this was going on, but didn't notify me. 2. The first 2 reps I spoke to didn't know about the ""glitch""?!? 3. In the meantime I received TWO separate $25 charges for this single box of checks bouncing, totalling $50.  After this horribly botched experience just trying to join, I can only imagine how much worse it would be down the line. No thanks, I'm going to use another credit union.",1
102,As a  Patelco CU member I am able to use this credit union for general transactions.  I can say the only problems I've ever experienced were due to Patelco's limitations (ex. unavailability of funds due to Patelco placing a ridiculous hold on a deposit.  Even the standard $100 wouldn't be made available).I will definitely close my Patelco account at the end of the month and will most likely open an account with this institution.Note to Patelco:  Good customer service sells.  Learn about it!  And teach your snotty phone reps about it.,4
103,"Best bank ever!  Don't know why more people don't use them. Best customer service ever, if you have a question about your account and are in the branch, they don't send you over to the phones to call the bank! To get someone that can answer questions about your account Like B of A does. You can use any ATM worldwide at no extra charge, checking accounts are interest bearing, the perks go on and on. If you are a SF resident you are eligible to open an account. You will not be sorry.",5
104,The best decision I have ever made was leaving the big banks to go over to SFFCU. They care about the community and it shows.,5
105,"Not only are credit unions the way to go, but SF Fire Credit Union is the best of its kind I know of. I like that I can access any ATM anywhere and get refunded of surcharges I might get, this is especially helpful when traveling abroad. Not many banks or credit unions do that. They also have better interest rates for savings accounts, better than commercial banks.",5
106,Great credit union. I'm so glad that after 7 years with Bank of America I made the switch.,5
107,"I have been with the SF Fire Credit Union for a few years now and have never felt this good about a bank before! I love this place!Their app is amazing and allows me to deposit checks with my phone. I haven't actually had to set foot in their building in a year and a half! Not that I would mind because I love their offices. Friendly competent staff and a lovely energetic field makes this the best banking experience I have ever had!Thank you, SF Fire Credit Union!",5
108,"I hate every other bank, but I love this bank. They pay ATM fees for you, there is rarely a wait, and when there is, they credit your account. It is a relaxed, non-corporatey environment. Website works fine and not too much javascript to slow it down.If they would offer a business account with payroll services, I would not have to use one of the others for that.",5
109,"I've been with SF Fire Credit Union since 2011 and I love this bank more than more with each passing year. I initially signed up with this bank for its no ATM fee policy, which has proven incredibly convenient during all my travels these past few years. Shortly after signing up for myself, my family also decided to sign on attracted by the numerous other benefits you get as a member, such as the in-house coinstar machine which has made use of our jar of coins.Furthermore, the service I've received when I visit this branch has so far always been friendly and helpful. SFFIRECU makes an effort in providing great customer service and making their customers feel appreciated - last time I was here, they had free cookies and coffee/tea! While the cookies may not be a regular feature of this branch, you can always look forward to the free candy and dog treats. As a previous commenter had mentioned, it's a completely different feel from the big banks - you actually feel valued as a member.",5
110,"I love this credit union. And I cite finding this credit union through Yelp three years ago as my #1 reason why I love Yelp.12 FREE ATM withdrawals / month! Anywhere in the world! No charges from them AND they'll refund any ATM fees! They used to be unlimited, but apparently there were a couple dicks taking advantage, so they had to scale it back to 12/month, but that's never been a problem for me.I don't do a lot of banking - mostly checking/savings stuff, but I've found the staff to be incredibly friendly, patient, and attentive any time I've had an issue. I can't even recall a time in which I was on hold for longer than 2 minutes - and that's saying something for a banking institution.",5
111,"This evening I went to the supermarket and on my way home, my debit card and drivers license fell out of my pocket. I realized they were missing right when I got home and set out on my bike to retrace my steps as soon as I'd put my groceries away. I biked at a snails pace all the way through the Panhandle back to Lucky's, inquired with the store, and then returned home equally slowly having found nothing. I resigned myself to ordering a new drivers license and cancelling my debit card. This all took me about 20 minutes.When I got home to my phone, I found a message from the SF Fire Credit Union saying that someone had found my cards. This was at about 9:30 on a Sunday night, by the way. The credit union rep left me the name and number of the girl who found my cards so I could get in touch with her. They also let me know that they'd cancelled my debit card just in case, and automatically ordered me a new one which should arrive in 3 days. This was all with no action on my part. Anyway, I called up the girl who found my cards and retrieved them from her right away. Thanks to the kindness of a stranger and awesome Sunday night customer service from SFFCU, I had my drivers license and (cancelled) debit card back within an hour.Obviously this success was due in large part to the fact that someone actually found my cards and was nice enough to contact my credit union.Here's another story worth considering:A few months ago I found someone's Bank of America debit card lying in the street near my house. I tried to call Bank of America to tell them that one of their customers had lost her card, but I was never able to get in touch with them. I spent almost an hour trying to navigate my way through their quagmire of a phone system but no matter what combination of buttons I pressed, I was never able to get in touch with a real person or even leave a message. I just chopped up her card and threw it away because her big bank's shitty impersonal system of customer service wouldn't even let me talk to them.Credit unions, you guys. Get with it.",5
112,"If you belong to a credit union, you may be able to do your banking here for free.  Ask your CU or call SF Fire Credit Union to find out.It's awesome being able to come inside a bank and do bank business.  I know no one does this anymore, but it's nice to be able to even though my credit union's main branch is located 2,214 miles away.  And it feels like a real bank!  But instead of nervous security guards and a cavernous vaulted ceiling, there are firefighters and loan officers who aren't annoyingly sitting right next to you while you're waiting in line.  And your kids can play with toy firetrucks.The tellers are all very nice.  They're patient and courteous and not robotic.  Have you noticed how people who work at banks these days are either so casual that they're almost unprofessional or so uptight that you feel like you just handed them a stickup note?  Well, the SF Fire Credit Union tellers are the perfect combo of familiar and efficient.  And why wouldn't they be?  They're not working for a soulless behemoth whose very existence is based on taking people's money, providing poor service, and introducing ever more fees to satiate the CEO's greed; no, they're working for you.  And me.  Even though I don't belong to this particular credit union.Thanks, guys!",4
113,"I'm not sure if SF Fire Credit Union needs yet another review of praise but I had such a great experience with customer service today that I HAD to write a review. Last night, I noticed that my online payment for AT&T was rejected. I clicked the link ""inquire"" next to the rejected payment and filled out the comment box. After I submitted my response I got an auto-response that I would hear back within one business day. To be honest I didn't expect much. I expected lots of back and forth communication and delays. Shift to reality. By mid-morning the next day, I received a response that not only had the bank tracked down the issue but they had updated my payment info so it wouldn't happen again. Yes, the bank actually did something for me to make my life easier in record time. AMAZING. And of course, pretty much no fees for anything, ever. The only downside is that if you're the kind of person who wants to go into your bank branch all of the time (do these people even exist?) the number of branches is limited. Isn't that what online banking and ATMs are for anyway?Key note is that you don't need any affiliation with the Fire Department to be a member.",5
114,"SFFCU are a bunch of crooks. They actually charge ""inactivity"" fees! How are they any better than a bank?Even though the offices of Northeast Community Federal Credit Union are shabby and not in the best parts of San Francisco, this credit union actually helps people, has no shady business practices, and doesn't have gratuitous charges.",1
115,"* ATM Fee Reimbursement at any ATM.* Awesome credit card with great benefits and rates.* Amazing customer service* Deposit checks from your iPhone.* Very broad joining criteria - live or work in SF?  You're in.* Haven't seen a single fee yet.* Not causing a financial crisis.* Tied to a nationwide network of credit union service centers, and ATMs; which you can use to save them money.BEST BANK EVER.",5
116,"Pros of SF Fire Credit Union: 1. Reimbursement of pretty much all ATMs nationwide 2. Chat button for us dumdums who have a hard time navigating the site/our bank accounts 3. Easy-approval for SF Fire CU credit card 4. Courtesy letters letting you know to make your credit card payment (oops!) 5. Extending overdraft-protection where they will essentially lend you money if you overdraw. Cons: There are none. Ha! I sound bad with money. Pretty much the best Credit Union ever, super glad that I switched from Wells Fargo.",5
117,"So far, horrible customer service.When I first called to inquire about a line of credit, I was told by one of the reps that I had to become a member in order to qualify for the credit.  He said it normally costs $5 to open an account but that he would waive it if I went through him.  He made his sales pitch and told me to apply online and that he would take it from there.  After I applied online, he gave the account to someone else who told me that they never waive the fee.  She was nit picky about every small detail.  Her underwriter called me to verify how much I was qualified for and what documents I needed to send the rep.I sent the docs to the rep who obviously didn't communicate with her underwriter who said 2012 taxes were okay since 2013's weren't even due yet.  Hilda (the rep) also had asked me several times for paystubs I didn't have.  I not only gave her the one paystub I had since it was a brand new job, but I also included the job offer which clearly stated my start date.  I had to tell Hilda at least a couple of times that I couldn't give her what I didn't have but would get her the next paystub as soon as I got it.Because my credit limit was not considered large, they didn't send out their notary the way they would for someone taking out a $100k line of credit.  After I made that trip and signed with the escrow agent, who told me that it was okay there was incorrect employment information, Hilda contacts me two days after it was supposed to be funded to ask me to prove that I paid a $33 Target bill!  I had already been approved with all the papers signed and they were holding up my account for $33!  Wow!I didn't have any need to use the funds the first 45 days or so, and, of course, I had nothing but trouble.  I needed to transfer $20,000+ to my outside checking account ASAP to cover a check I wrote during the weekend.  I was told by the telephone rep that it wasn't taking the transfer online because I was limited to $10k per day.  Absolutely no one told me that when I signed on.In a desperate attempt to get someone to waive this so that the check wouldn't come back uncleared, I tried to call Hilda.  She was out all day and her voice mail said to call her boss Jeanny.  I not only called and left Jeanny a voicemail stating the urgency but I also emailed her.  This was all done by 10a in the morning.I made it very clear through my email and voicemail to Jeanny that I needed her help today so that my check would clear.  I heard nothing from her until almost 7:30 p.m via email.  She basically said that she would get back to me tomorrow morning.  That was unbelievable.DO NOT USE THIS CREDIT UNION UNLESS YOU HAVE TO.  ONCE THEY REEL YOU IN, THERE IS NO SERVICE.",1
118,"God I hate banks. Monthly fees for everything. I have to hit ""0"" about twelve times before I can talk to a human being when I call customer support... when they are even available.And don't you HATE when you have to dial the last 4 of your social and when you finally talk to someone they ask for it again? Arrrrghghhgkda&#)(&$#;;!!!!!!1Luckily this place is nothing like that. Easy website. I can cash a check of any amount right to my account. Online chat and phone support is easily available and even on Sundays!And best of all, I only have to give the last 4 of my social ONCE per phone call! I kid you not. No. Really.",5
119,"I've been a member of SF Fire Credit Union since 2013 or so (after laving Bank of America), and I have never looked back. I don't see why more people don't join credit unions like SF Fire. They refund you for ATM usage, they give you great rates on loans, they are actual people that are friendly and actually try to change their paradigm and understand you when you have issues... they are the best.",5
120,"Have you ever seen a bank with better reviews? I joined SF Fire Credit Union when I first moved to the United States and was looking for a no frills bank for digitally-minded and low maintenance customers like me (similar to PC Financial in Canada). A quick search on Yelp for ""trustworthy banks"" brought me here. If you live or work in SF you qualify to become a member here - no need to be a hunky fireman, although you might rub elbows with one when you come in to open your account.I've never had any problems or mishaps in my dealings with SF Fire - on the extremely rare occasion that I've had to speak to someone at the branch, it's been quick and pleasant. I don't think many people can make the same claim about their bank - the people who work here are friendly and knowledgeable, and when you call, you speak to a real person within moments. They aren't kidding about the 'no ATM fees' claim - unlike most of my friends I don't have to walk extra blocks to find ""my"" bank to avoid fees. The next business day any fees are automatically reimbursed - I have tested this at all kinds of gypsy ATMs around the city as well as in Canada, France, UK and Netherlands (where some fees were upwards of $10 per withdrawal) and have always been reimbursed. Deposits (again, it's rare that I need this service) are easily done at any network credit union - Patelco Credit Union is a quick visit in the neighbourhood. My favourite features:- web help when I need random questions answered- the ability to leave notes or add categories to all of my transactions- really, really easy searching of any past transactions- getting paid 1-2 days earlier than all of my coworkersTruly a pleasure.1/29: 29 Day Challenge",5
121,"Friendly, kind, and they genuinely care about your interests and needs - need I say more?? After reading about the events leading and following the Financial Crisis of 2009, I find it hard to trust and support big banks. Following my friend's example I opened an account with SFFC and I can honestly say that it has been one of the best choices I have made in my life. Their Roth IRA has a .25 APY compared to my old bank's .05, they do not charge an annual fee, and I am supporting an honest business. More importantly I feel good and proud to be part of a  community that values people. On the plus side members get to use their CoinStar machines for free and they have free candy!! Every time I need a sugar fix I stop by and deposit the money I would have used to buy sweets into my savings account - awesome. . .",5
122,"I am so glad I switched from Bank of America. I originally wanted to join SFFCU because they reimburse any ATM fees ANYWHERE IN THE WORLD, and since I knew I was going to Spain for four months, this seemed like a good idea. They also don't charge a ""conversion fee"" like B of A does (1% charge per dollar switched, or something). All of that was great, but there's so much more. I used to keep track of my spending in an xcel spreadsheet, but the ""Track Spending"" tool on their website helps me do that automatically. Unlike I've read in other reviews, I found their phone and on-line costumer service to be really good and less of a wait than for B of A. I only wish I had an iPhone so I could deposit checks from my phone.",5
123,"Everything that is awesome about them has been covered in other reviews but I will add that they are soon offering mobile phone banking as well, which will make them even more awesome.If you are very rich, I guess the big 4 (Chase, BofA, City Bank, Wells Fargo) are probably treating you like you're royalty so all is well for you. For all the ""normal"" people, if you live in SF, I see absolutely no reason to not switch to SF Fire Credit Union.",5
124,"Dear SF Fire, Thanks for reading my last review. I just want to clarify that none of the issues we had with the disorganization we experienced had to do with our mortgage lender (of our first loan). It was multiple requests from multiple people from SF Fire directly to us, plus a lack of responsiveness in other situations, that made us feel this way. We also don't have an issue with the length of time it took to close - except at the end when some staff said our paperwork was complete and our loan was going to fund midnight on Monday. When it didn't, I called and talked to Perla, who promised me she would call me back but didn't. Then Tuesday, I called Simon who we signed all the loan docs with who confirmed that no more paperwork was needed and our loan should have funded and also promised to call me back but never did. This dropping the ball also happened on more than one occasion with Brenda and once with Jenny who said she would work on our loan in Brenda's absence early on in the process but did not. My take on it is there is a bit of a ""we are here to help you"" on the face of things, but that when it comes to follow-through it's just not there. There are so many people handling the loan, it's no wonder every time you call you get a different story. And maybe people are too busy as well, but as a customer, it was a frustrating experience. Oh - and a little icing on the cake was that we got ANOTHER request as all this was happening for - you guessed it - more paperwork we had already submitted. So, instead of playing the blame game, I think you need to evaluate your internal processes. And please don't contact us about this review. My husband said that even though he kept trying to explain why we were frustrated when you brought up my original review, he wasn't being listened to and just kept having to repeat himself.  And it is my hope, since we now have a loan with you, that will we have a great experience moving forward and I'll be able to update this review to 5 stars. Thank you, Niki Hinton",1
